Metric ID,Metric Description,Grouping Level,Grouping Description,Region or Coverage Category,Age Inpatient Type,Year,Quarter,Numerator,Denominator,Rate,YTD Numerator,YTD Denominator,YTD Rate
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2014,Q2,370,730,0.506849315,710,1425,0.498245614
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2014,Q3,332,641,0.517940718,1042,2066,0.504356244
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2014,Q4,361,718,0.502785515,1403,2784,0.503951149
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2015,Q1,348,655,0.53129771,348,655,0.53129771
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2015,Q2,345,683,0.505124451,693,1338,0.51793722
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2015,Q3,345,641,0.538221529,1038,1979,0.524507327
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2015,Q4,330,645,0.511627907,1368,2624,0.521341463
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2016,Q1,260,564,0.460992908,260,564,0.460992908
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2016,Q2,266,532,0.5,526,1096,0.479927007
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2016,Q3,231,486,0.475308642,757,1582,0.478508217
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2016,Q4,257,510,0.503921569,1014,2092,0.484703633
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2017,Q1,259,532,0.486842105,259,532,0.486842105
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2017,Q2,275,559,0.491949911,534,1091,0.489459212
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2017,Q3,200,440,0.454545455,734,1531,0.479425212
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2017,Q4,268,503,0.532803181,1002,2034,0.492625369
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2015,Q4,449,608,0.738486842,449,608,0.738486842
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2016,Q1,780,995,0.783919598,780,995,0.783919598
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2016,Q2,849,1105,0.768325792,1629,2100,0.775714286
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2016,Q3,1280,1635,0.782874618,2909,3735,0.778848728
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2016,Q4,1419,1810,0.783977901,4328,5545,0.780522994
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2017,Q1,1531,1941,0.788768676,1531,1941,0.788768676
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2017,Q2,1705,2167,0.78680203,3236,4108,0.787731256
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2017,Q3,1779,2229,0.798115747,5015,6337,0.791383936
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2017,Q4,1707,2137,0.798783341,6722,8474,0.793249941
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2014,Q1,73,97,0.75257732,73,97,0.75257732
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2014,Q2,70,91,0.769230769,143,188,0.760638298
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2014,Q3,61,80,0.7625,204,268,0.76119403
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2014,Q4,54,73,0.739726027,258,341,0.75659824
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2015,Q1,61,75,0.813333333,61,75,0.813333333
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2015,Q2,56,71,0.788732394,117,146,0.801369863
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2015,Q3,53,79,0.670886076,170,225,0.755555556
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2015,Q4,49,68,0.720588235,219,293,0.747440273
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2016,Q1,47,73,0.643835616,47,73,0.643835616
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2016,Q2,62,85,0.729411765,109,158,0.689873418
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2016,Q3,75,93,0.806451613,184,251,0.733067729
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2016,Q4,60,73,0.821917808,244,324,0.75308642
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2017,Q1,57,94,0.606382979,57,94,0.606382979
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2017,Q2,52,77,0.675324675,109,171,0.637426901
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2017,Q3,61,89,0.685393258,170,260,0.653846154
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2017,Q4,60,86,0.697674419,230,346,0.664739884
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2014,Q1,4046,5202,0.777777778,4046,5202,0.777777778
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2014,Q2,4561,5830,0.782332762,8607,11032,0.780184917
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2014,Q3,4805,6144,0.782063802,13412,17176,0.78085701
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2014,Q4,4530,5836,0.776216587,17942,23012,0.779680167
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2015,Q1,4502,5777,0.779297213,4502,5777,0.779297213
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2015,Q2,4813,6220,0.773794212,9315,11997,0.776444111
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2015,Q3,4813,6358,0.756999056,14128,18355,0.769708526
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2015,Q4,4220,5470,0.771480804,18348,23825,0.770115425
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2016,Q1,3839,4911,0.781714518,3839,4911,0.781714518
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2016,Q2,4075,5230,0.7791587,7914,10141,0.780396411
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2016,Q3,3599,4788,0.751670844,11513,14929,0.771183602
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2016,Q4,3163,4277,0.739537059,14676,19206,0.764136207
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2017,Q1,3330,4446,0.748987854,3330,4446,0.748987854
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2017,Q2,3337,4572,0.729877515,6667,9018,0.739299179
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2017,Q3,3374,4568,0.738616462,10041,13586,0.739069631
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2017,Q4,3022,4137,0.730481025,13063,17723,0.737064831
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2014,Q1,1476,1889,0.781365802,1476,1889,0.781365802
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2014,Q2,1667,2116,0.787807183,3143,4005,0.784769039
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2014,Q3,1323,1722,0.768292683,4466,5727,0.779814912
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2014,Q4,1615,2127,0.759285378,6081,7854,0.774255157
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2015,Q1,1603,2112,0.758996212,1603,2112,0.758996212
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2015,Q2,1770,2272,0.779049296,3373,4384,0.769388686
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2015,Q3,1236,1663,0.743235117,4609,6047,0.76219613
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2015,Q4,1668,2212,0.754068716,6277,8259,0.760019373
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2016,Q1,1408,1849,0.761492699,1408,1849,0.761492699
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2016,Q2,1608,2174,0.739650414,3016,4023,0.749689287
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2016,Q3,1198,1658,0.722557298,4214,5681,0.741770815
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2016,Q4,1526,2050,0.744390244,5740,7731,0.742465399
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2017,Q1,1558,2160,0.721296296,1558,2160,0.721296296
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2017,Q2,1638,2291,0.714971628,3196,4451,0.71804089
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2017,Q3,1174,1644,0.714111922,4370,6095,0.716981132
6,30-Day MH Medication Fill (1st Psychotropic Rx),2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2017,Q4,1648,2253,0.731469152,6018,8348,0.720891231
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2014,Q1,2593,4746,0.546354825,2593,4746,0.546354825
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2014,Q2,2940,5173,0.568335589,5533,9919,0.557818328
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2014,Q3,3038,5355,0.567320261,8571,15274,0.561149666
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2014,Q4,2783,5113,0.544298846,11354,20387,0.55692353
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2015,Q1,2790,4892,0.570318888,2790,4892,0.570318888
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2015,Q2,2958,5258,0.56257132,5748,10150,0.566305419
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2015,Q3,2871,5261,0.545713743,8619,15411,0.559275842
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2015,Q4,2814,5170,0.544294004,11433,20581,0.555512366
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2016,Q1,2799,4892,0.572158626,2799,4892,0.572158626
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2016,Q2,2938,5111,0.574838583,5737,10003,0.573527942
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2016,Q3,2830,5011,0.564757533,8567,15014,0.570600773
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2016,Q4,2689,4839,0.555693325,11256,19853,0.566967209
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2017,Q1,2730,4982,0.547972702,2730,4982,0.547972702
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2017,Q2,2826,5223,0.541068352,5556,10205,0.544439
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2017,Q3,2863,5154,0.555490881,8419,15359,0.548147666
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2017,Q4,2697,4988,0.540697674,11116,20347,0.546321325
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2014,Q1,867,1368,0.63377193,867,1368,0.63377193
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2014,Q2,942,1477,0.637779282,1809,2845,0.635852373
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2014,Q3,774,1235,0.626720648,2583,4080,0.633088235
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2014,Q4,924,1507,0.613138686,3507,5587,0.627707177
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2015,Q1,898,1424,0.630617978,898,1424,0.630617978
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2015,Q2,950,1483,0.640593392,1848,2907,0.635706914
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2015,Q3,689,1131,0.609195402,2537,4038,0.628281327
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2015,Q4,871,1417,0.614678899,3408,5455,0.624747938
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2016,Q1,704,1141,0.617002629,704,1141,0.617002629
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2016,Q2,821,1314,0.624809741,1525,2455,0.621181263
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2016,Q3,591,1033,0.572120039,2116,3488,0.606651376
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2016,Q4,755,1227,0.615321923,2871,4715,0.608907741
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2017,Q1,780,1301,0.599538816,780,1301,0.599538816
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2017,Q2,784,1343,0.583767684,1564,2644,0.591527988
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2017,Q3,586,1027,0.570593963,2150,3671,0.585671479
6,30-Day MH Medication Fill (1st Psychotropic Rx),3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2017,Q4,803,1289,0.622963538,2953,4960,0.595362903
