Metric ID,Metric Description,Grouping Level,Grouping Description,Region or Coverage Category,Age Inpatient Type,Year,Quarter,Numerator,Denominator,Rate,YTD Numerator,YTD Denominator,YTD Rate
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Adult-Art28 and 31,2018,Q1,1149,2002,0.573926074,1149,2002,0.573926074
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Youth-Art28 and 31,2018,Q1,766,1193,0.642078793,766,1193,0.642078793
2,30-Day MH Follow-up,1,STATEWIDE,STATEWIDE,Adult-Art28 and 31,2018,Q1,5376,8678,0.61949758,5376,8678,0.61949758
2,30-Day MH Follow-up,1,STATEWIDE,STATEWIDE,Youth-Art28 and 31,2018,Q1,2017,2696,0.748145401,2017,2696,0.748145401
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,FFS,Adult-Art28 and 31,2018,Q1,898,2378,0.377628259,898,2378,0.377628259
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2018,Q1,232,490,0.473469388,232,490,0.473469388
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2018,Q1,1710,2285,0.748358862,1710,2285,0.748358862
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2018,Q1,29,66,0.439393939,29,66,0.439393939
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,HIV SNP,Youth-Art28 and 31,2018,Q1,1,1,1,1,1,1
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2018,Q1,2739,3949,0.693593315,2739,3949,0.693593315
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2018,Q1,1784,2205,0.809070295,1784,2205,0.809070295
2,30-Day MH Follow-up,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2018,Q1,2692,4757,0.56590288,2692,4757,0.56590288
2,30-Day MH Follow-up,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2018,Q1,909,1240,0.733064516,909,1240,0.733064516
2,30-Day MH Follow-up,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2018,Q1,2684,3921,0.684519255,2684,3921,0.684519255
2,30-Day MH Follow-up,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2018,Q1,1108,1456,0.760989011,1108,1456,0.760989011
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2018,Q1,392,1400,0.28,392,1400,0.28
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2018,Q1,98,227,0.431718062,98,227,0.431718062
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2018,Q1,506,978,0.517382413,506,978,0.517382413
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2018,Q1,134,263,0.509505703,134,263,0.509505703
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2018,Q1,997,1344,0.741815476,997,1344,0.741815476
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2018,Q1,713,941,0.75770457,713,941,0.75770457
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Adult-Art28 and 31,2018,Q1,29,66,0.439393939,29,66,0.439393939
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Youth-Art28 and 31,2018,Q1,1,1,1,1,1,1
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Adult-Art28 and 31,2018,Q1,1274,1947,0.65434001,1274,1947,0.65434001
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Youth-Art28 and 31,2018,Q1,810,1012,0.800395257,810,1012,0.800395257
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Adult-Art28 and 31,2018,Q1,1465,2002,0.731768232,1465,2002,0.731768232
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Youth-Art28 and 31,2018,Q1,974,1193,0.81642917,974,1193,0.81642917
1,7-Day MH Follow-up,1,STATEWIDE,STATEWIDE,Adult-Art28 and 31,2018,Q2,4215,8904,0.473382749,8434,17582,0.479695143
1,7-Day MH Follow-up,1,STATEWIDE,STATEWIDE,Youth-Art28 and 31,2018,Q2,1516,2558,0.592650508,3095,5254,0.58907499
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,FFS,Adult-Art28 and 31,2018,Q2,623,2398,0.259799833,1264,4776,0.264656616
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2018,Q2,152,465,0.32688172,324,955,0.339267016
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2018,Q2,1383,2330,0.593562232,2769,4615,0.6
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2018,Q2,23,95,0.242105263,41,161,0.254658385
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,HIV SNP,Youth-Art28 and 31,2018,Q2,0,2,0,1,3,0.333333333
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2018,Q2,2186,4081,0.535653026,4360,8030,0.542963885
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2018,Q2,1364,2091,0.652319464,2770,4296,0.644785847
1,7-Day MH Follow-up,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2018,Q2,2088,4879,0.427956548,4247,9636,0.440743047
1,7-Day MH Follow-up,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2018,Q2,681,1211,0.562345169,1397,2451,0.56997144
1,7-Day MH Follow-up,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2018,Q2,2127,4025,0.528447205,4187,7946,0.52693179
1,7-Day MH Follow-up,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2018,Q2,835,1347,0.619896065,1698,2803,0.605779522
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2018,Q2,272,1421,0.191414497,553,2821,0.196029777
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2018,Q2,57,227,0.251101322,132,454,0.290748899
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2018,Q2,351,977,0.35926305,711,1955,0.363682864
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2018,Q2,95,238,0.399159664,192,501,0.383233533
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2018,Q2,778,1319,0.589840788,1613,2663,0.605707848
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2018,Q2,605,1011,0.598417409,1156,1952,0.592213115
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Adult-Art28 and 31,2018,Q2,23,95,0.242105263,41,161,0.254658385
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Youth-Art28 and 31,2018,Q2,0,2,0,1,3,0.333333333
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Adult-Art28 and 31,2018,Q2,1015,2044,0.496575342,2040,3991,0.511150088
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Youth-Art28 and 31,2018,Q2,624,982,0.635437882,1264,1994,0.633901705
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Adult-Art28 and 31,2018,Q2,1171,2037,0.574864998,2320,4039,0.574399604
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Youth-Art28 and 31,2018,Q2,740,1109,0.667267809,1506,2302,0.654213727
2,30-Day MH Follow-up,1,STATEWIDE,STATEWIDE,Adult-Art28 and 31,2018,Q2,5383,8904,0.604559748,10759,17582,0.611932658
2,30-Day MH Follow-up,1,STATEWIDE,STATEWIDE,Youth-Art28 and 31,2018,Q2,1890,2558,0.738858483,3907,5254,0.743623906
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,FFS,Adult-Art28 and 31,2018,Q2,863,2398,0.359883236,1761,4776,0.368718593
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2018,Q2,214,465,0.460215054,446,955,0.467015707
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2018,Q2,1719,2330,0.73776824,3429,4615,0.743011918
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2018,Q2,33,95,0.347368421,62,161,0.385093168
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,HIV SNP,Youth-Art28 and 31,2018,Q2,0,2,0,1,3,0.333333333
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2018,Q2,2768,4081,0.678265131,5507,8030,0.685803238
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2018,Q2,1676,2091,0.801530368,3460,4296,0.805400372
2,30-Day MH Follow-up,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2018,Q2,2673,4879,0.547858168,5365,9636,0.556766293
2,30-Day MH Follow-up,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2018,Q2,848,1211,0.700247729,1757,2451,0.716850265
2,30-Day MH Follow-up,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2018,Q2,2710,4025,0.673291925,5394,7946,0.678832117
2,30-Day MH Follow-up,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2018,Q2,1042,1347,0.773570898,2150,2803,0.767035319
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2018,Q2,389,1421,0.27375088,781,2821,0.27685218
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2018,Q2,88,227,0.387665198,186,454,0.40969163
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2018,Q2,474,977,0.485158649,980,1955,0.501278772
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2018,Q2,126,238,0.529411765,260,501,0.518962076
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2018,Q2,957,1319,0.725549659,1954,2663,0.733758919
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2018,Q2,762,1011,0.753709199,1475,1952,0.755635246
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Adult-Art28 and 31,2018,Q2,33,95,0.347368421,62,161,0.385093168
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Youth-Art28 and 31,2018,Q2,0,2,0,1,3,0.333333333
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Adult-Art28 and 31,2018,Q2,1294,2044,0.633072407,2568,3991,0.643447757
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Youth-Art28 and 31,2018,Q2,760,982,0.773930754,1570,1994,0.787362086
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Adult-Art28 and 31,2018,Q2,1474,2037,0.723613157,2939,4039,0.72765536
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Youth-Art28 and 31,2018,Q2,916,1109,0.825969342,1890,2302,0.821025195
1,7-Day MH Follow-up,1,STATEWIDE,STATEWIDE,Adult-Art28 and 31,2018,Q3,4060,8872,0.457619477,12494,26454,0.472291525
1,7-Day MH Follow-up,1,STATEWIDE,STATEWIDE,Youth-Art28 and 31,2018,Q3,990,1911,0.518053375,4085,7165,0.570132589
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,FFS,Adult-Art28 and 31,2018,Q3,579,2383,0.242971045,1843,7159,0.25743819
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2018,Q3,113,401,0.281795511,437,1356,0.322271386
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2018,Q3,1530,2723,0.561880279,4299,7338,0.585854456
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2018,Q3,24,80,0.3,65,241,0.269709544
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2018,Q3,1927,3686,0.522788931,6287,11716,0.536616593
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2018,Q3,877,1510,0.580794702,3647,5806,0.6281433
1,7-Day MH Follow-up,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2018,Q3,1969,4730,0.41627907,6216,14366,0.432688292
1,7-Day MH Follow-up,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2018,Q3,430,885,0.485875706,1827,3336,0.547661871
1,7-Day MH Follow-up,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2018,Q3,2091,4142,0.504828585,6278,12088,0.519358041
1,7-Day MH Follow-up,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2018,Q3,560,1026,0.545808967,2258,3829,0.589710107
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2018,Q3,249,1386,0.17965368,802,4207,0.190634657
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2018,Q3,34,181,0.187845304,166,635,0.261417323
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2018,Q3,330,997,0.330992979,1041,2952,0.352642276
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2018,Q3,79,220,0.359090909,271,721,0.375866852
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2018,Q3,830,1519,0.546412113,2443,4182,0.584170253
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2018,Q3,700,1204,0.581395349,1856,3156,0.588086185
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Adult-Art28 and 31,2018,Q3,24,80,0.3,65,241,0.269709544
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Adult-Art28 and 31,2018,Q3,866,1745,0.496275072,2906,5736,0.506624826
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Youth-Art28 and 31,2018,Q3,396,704,0.5625,1660,2698,0.615270571
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Adult-Art28 and 31,2018,Q3,1061,1941,0.546625451,3381,5980,0.565384615
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Youth-Art28 and 31,2018,Q3,481,806,0.596774194,1987,3108,0.639317889
2,30-Day MH Follow-up,1,STATEWIDE,STATEWIDE,Adult-Art28 and 31,2018,Q3,5243,8872,0.590960325,16002,26454,0.60489907
2,30-Day MH Follow-up,1,STATEWIDE,STATEWIDE,Youth-Art28 and 31,2018,Q3,1322,1911,0.691784406,5229,7165,0.729797627
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,FFS,Adult-Art28 and 31,2018,Q3,831,2383,0.348720101,2592,7159,0.36206174
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2018,Q3,169,401,0.421446384,615,1356,0.453539823
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2018,Q3,1926,2723,0.707308116,5355,7338,0.729762878
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2018,Q3,34,80,0.425,96,241,0.398340249
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2018,Q3,2452,3686,0.66521975,7959,11716,0.679327416
2,30-Day MH Follow-up,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2018,Q3,1153,1510,0.763576159,4613,5806,0.794522907
2,30-Day MH Follow-up,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2018,Q3,2541,4730,0.537209302,7906,14366,0.550327161
2,30-Day MH Follow-up,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2018,Q3,573,885,0.647457627,2330,3336,0.698441247
2,30-Day MH Follow-up,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2018,Q3,2702,4142,0.652341864,8096,12088,0.669755129
2,30-Day MH Follow-up,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2018,Q3,749,1026,0.730019493,2899,3829,0.757116741
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2018,Q3,380,1386,0.274170274,1161,4207,0.275968624
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2018,Q3,57,181,0.314917127,243,635,0.382677165
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2018,Q3,451,997,0.452357071,1431,2952,0.484756098
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2018,Q3,112,220,0.509090909,372,721,0.515950069
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-NEW YORK CITY,Adult-Art28 and 31,2018,Q3,1032,1519,0.679394338,2986,4182,0.714012434
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HARP-REST OF STATE,Adult-Art28 and 31,2018,Q3,894,1204,0.742524917,2369,3156,0.750633714
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,HIV SNP-NEW YORK CITY,Adult-Art28 and 31,2018,Q3,34,80,0.425,96,241,0.398340249
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Adult-Art28 and 31,2018,Q3,1095,1745,0.627507163,3663,5736,0.638598326
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-NEW YORK CITY,Youth-Art28 and 31,2018,Q3,516,704,0.732954545,2086,2698,0.773165308
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Adult-Art28 and 31,2018,Q3,1357,1941,0.699124163,4296,5980,0.718394649
2,30-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,MAINSTREAM-REST OF STATE,Youth-Art28 and 31,2018,Q3,637,806,0.790322581,2527,3108,0.813063063
1,7-Day MH Follow-up,1,STATEWIDE,STATEWIDE,Adult-Art28 and 31,2018,Q4,3750,8254,0.454325176,16244,34708,0.468018901
1,7-Day MH Follow-up,1,STATEWIDE,STATEWIDE,Youth-Art28 and 31,2018,Q4,1382,2489,0.55524307,5467,9654,0.566293764
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,FFS,Adult-Art28 and 31,2018,Q4,619,2195,0.282004556,2462,9354,0.263202908
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,FFS,Youth-Art28 and 31,2018,Q4,150,441,0.340136054,587,1797,0.326655537
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,HARP,Adult-Art28 and 31,2018,Q4,1382,2553,0.541323933,5681,9891,0.57436053
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,HIV SNP,Adult-Art28 and 31,2018,Q4,18,81,0.222222222,83,322,0.257763975
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,MAINSTREAM,Adult-Art28 and 31,2018,Q4,1731,3425,0.50540146,8018,15141,0.529555512
1,7-Day MH Follow-up,2,COVERAGE CATEGORY,MAINSTREAM,Youth-Art28 and 31,2018,Q4,1232,2048,0.6015625,4879,7854,0.621212121
1,7-Day MH Follow-up,3,PROVIDER REGION,NEW YORK CITY,Adult-Art28 and 31,2018,Q4,1870,4491,0.416388332,8086,18857,0.428806279
1,7-Day MH Follow-up,3,PROVIDER REGION,NEW YORK CITY,Youth-Art28 and 31,2018,Q4,628,1183,0.530853762,2455,4519,0.543261784
1,7-Day MH Follow-up,3,PROVIDER REGION,REST OF STATE,Adult-Art28 and 31,2018,Q4,1880,3763,0.499601382,8158,15851,0.514667844
1,7-Day MH Follow-up,3,PROVIDER REGION,REST OF STATE,Youth-Art28 and 31,2018,Q4,754,1306,0.577335375,3012,5135,0.586562804
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Adult-Art28 and 31,2018,Q4,249,1228,0.20276873,1051,5435,0.193376265
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-NEW YORK CITY,Youth-Art28 and 31,2018,Q4,63,225,0.28,229,860,0.26627907
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Adult-Art28 and 31,2018,Q4,370,967,0.38262668,1411,3919,0.360040827
1,7-Day MH Follow-up,4,COVERAGE CATEGORY BY PROVIDER REGION,FFS-REST OF STATE,Youth-Art28 and 31,2018,Q4,87,216,0.402777778,358,937,0.382070438
